Name,Age,Employment_Years,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Past_Defaults,Has_Criminal_Record,Loan_Approved
Mrs. Cindy Collins,55,1,84259.02,474,13814.83,Business,5,1,0
Mathew Green,31,10,109684.38,709,43298.05,Car,1,0,1
Brett Perez,26,3,51732.77,700,39535.19,Personal,0,0,0
Peggy Garner,43,7,123465.43,840,47245.33,Home,1,0,1
Pamela Bolton,63,12,101726.09,734,24653.71,Personal,4,0,0
Carrie Wagner,58,35,107467.78,600,22489.96,Business,1,0,1
Jane Raymond,22,1,92022.09,563,39398.89,Business,3,1,0
Kyle Ramos,30,4,95256.1,450,24028.22,Car,1,0,0
Christy Davenport,48,12,22749.3,442,12363.28,Education,0,1,0
Sarah Russo,52,10,88214.34,436,17912.55,Business,0,0,0
Christian Jones,56,7,120917.84,345,11357.51,Business,2,0,0
Megan Joseph,64,28,125330.27,309,32990.54,Home,5,1,0
Christopher Petty,42,2,92753.64,658,9925.29,Education,4,1,0
Brian Armstrong,53,3,94662.45,536,36493.26,Home,2,1,0
Amber Smith,41,16,149590.07,413,48844.91,Home,0,1,0
Justin Wood,46,18,20932.0,616,23283.93,Education,3,1,0
Patrick Jones,46,24,25893.36,556,44765.99,Personal,1,1,0
Jennifer Smith,60,33,131835.33,780,30329.52,Home,5,1,0
Connie Spencer,42,20,53333.07,432,14511.07,Education,0,0,0
Jeffrey Huff,59,20,120382.58,507,43858.48,Personal,2,1,0
Tara Mccormick,28,3,105552.47,666,22695.69,Home,3,0,0
Michael Hunter,59,18,145278.41,604,12779.48,Home,0,0,1
Daniel White,24,0,88754.54,508,14862.1,Car,5,1,0
Autumn Carroll,55,1,113353.85,764,20452.25,Personal,3,1,0
Tiffany Sawyer,54,5,48624.61,632,40978.49,Personal,5,1,0
Christina Patterson,41,19,54411.39,722,16282.91,Personal,0,1,0
Karen Thompson MD,59,36,105093.37,596,41640.61,Business,2,1,0
Sheri Jackson,21,0,109407.57,613,16825.29,Home,3,0,0
Kristin Cunningham,29,2,144092.03,314,49328.64,Personal,2,0,0
Justin Smith,22,1,49622.33,384,43043.17,Business,0,0,0
William Glover,58,11,143002.93,430,21713.81,Car,4,1,0
Angela Clark,25,3,77978.93,381,38215.77,Education,4,0,0
Melissa Christensen,25,4,143446.48,398,36484.51,Personal,3,1,0
Ronnie Ruiz,21,0,116773.7,454,32770.41,Home,0,0,0
Paula Greene,54,23,25214.27,419,16545.55,Home,4,0,0
Brady Pearson,29,8,120785.72,373,30694.08,Education,0,0,0
Sierra Carter,24,3,88362.35,450,9629.56,Car,2,0,0
Joseph Bass,51,1,102442.21,822,28198.02,Education,4,0,0
Thomas King,30,8,106317.24,452,42830.25,Education,2,0,0
Bridget Foster,35,13,29730.45,524,10303.19,Home,1,0,0
Christopher Avila,63,21,54962.85,447,16262.63,Car,3,1,0
Charles Morrow,21,0,134336.88,680,24390.39,Education,4,1,0
Amanda Wilson,47,6,80447.54,329,9715.17,Home,2,1,0
Jamie White,41,4,52771.1,840,7562.24,Personal,2,0,0
Natalie Baxter,64,24,73499.82,403,14069.26,Business,5,1,0
Danielle Pierce,48,11,133811.6,308,30298.63,Education,3,0,0
Jonathan Moore,33,13,21449.51,424,7116.7,Car,0,1,0
Tara Carter,60,27,148278.53,779,17210.73,Business,0,0,1
Gwendolyn Fleming,26,4,99114.74,676,16685.11,Education,4,1,0
Robert Vega,51,20,87549.06,334,38989.63,Business,0,1,0
Ashley Marquez,36,6,32445.44,429,24842.62,Car,1,1,0
Daniel Ford,28,8,112760.9,464,44078.77,Business,1,0,0
Monique Solis,30,1,146711.37,481,22992.24,Personal,2,1,0
Nicole Mercer,65,21,71043.39,849,34317.56,Car,4,1,0
Laura Manning,58,16,47921.94,838,18621.13,Personal,2,0,0
Brian Wagner DDS,26,1,76340.39,317,46626.18,Personal,2,0,0
Brian Cline,37,3,24662.78,493,7529.15,Car,3,1,0
Nicole Foster,30,5,88056.81,422,44984.91,Car,3,0,0
Sean Clark,22,1,61738.45,737,30550.12,Personal,2,0,0
Darrell Thomas,60,20,141651.03,799,7197.03,Personal,2,0,1
Jeff Solis,22,0,74308.3,817,19442.28,Home,5,1,0
Crystal Patterson,52,1,33877.04,351,8949.22,Personal,3,0,0
Rodney Lewis,53,22,118167.38,403,10276.49,Personal,1,1,0
David Barnes,21,0,95801.03,387,40956.27,Car,4,1,0
Heather Meyers,21,1,123353.93,753,19357.31,Personal,1,0,1
Tyler Gregory,35,13,73948.94,403,18486.93,Car,1,1,0
Tracy Robinson,27,6,82440.06,488,18902.27,Car,2,1,0
Jamie Peters,38,5,120344.0,515,17576.12,Car,5,1,0
Amy Davis,24,3,58402.24,760,45504.25,Car,1,0,0
Jacob Hensley,25,5,115774.6,465,8980.47,Personal,3,1,0
Henry Jackson,28,1,60599.04,705,14548.03,Car,4,1,0
Brittany Anderson,53,20,130434.65,825,18221.57,Personal,3,0,1
Chelsea Russell,47,15,63420.8,410,25055.05,Education,3,0,0
Jon Clay,57,36,20587.34,549,27248.49,Car,3,0,0
Cristina Smith,29,3,67111.87,323,12011.32,Education,5,0,0
Melissa White,54,17,62104.4,717,15614.03,Business,0,1,0
Timothy Farmer,42,6,137277.54,828,42337.16,Business,0,1,1
Rebecca Daniels,32,7,116955.46,399,35753.95,Car,3,1,0
Emma Sandoval,49,17,33353.85,478,16261.51,Car,1,0,0
Elizabeth Romero,36,13,83420.99,371,14498.08,Home,4,0,0
Terry Cardenas,27,1,91972.25,325,32656.47,Education,0,1,0
Christopher Black,41,17,133968.04,399,15914.51,Car,4,1,0
Scott Herrera,48,13,30041.13,508,27485.72,Business,0,0,0
Sandra Hicks,25,4,31178.81,349,29685.01,Education,4,0,0
Mr. William Russell,57,19,93099.21,556,22971.7,Business,4,0,0
Stacy Ortega,25,4,105014.75,807,38808.9,Home,5,0,0
Joseph Lee,62,2,95412.67,706,24702.27,Home,5,0,0
Kimberly Davis,54,23,107425.94,835,40009.75,Car,0,0,1
Kaitlin Campbell,26,1,108990.48,313,21312.14,Business,3,1,0
Elizabeth Olson,44,23,43412.26,440,17488.47,Business,4,0,0
Curtis Smith,29,0,84198.11,500,36033.15,Car,0,0,0
John Olson,61,9,103796.24,742,45247.39,Home,5,1,0
Jason Simmons,65,12,133014.57,610,7944.05,Education,5,1,0
Jennifer Ward,49,26,68555.6,635,11616.5,Car,3,1,0
Alicia Bell,42,1,100724.88,499,19403.03,Business,1,0,0
Jeremy Ferguson,50,2,91367.92,381,38447.4,Business,4,1,0
Jessica Morales,48,20,43853.25,764,42570.4,Education,2,0,0
Tammy Rodriguez,33,5,37388.62,628,10750.95,Education,1,1,0
Robert Molina,49,4,94017.12,555,38024.27,Home,0,0,0
Renee Cox,55,14,136817.84,670,43192.98,Personal,4,0,0
Suzanne Hernandez,55,13,68015.42,574,38138.42,Personal,5,0,0
Lindsay Heath,44,10,41857.26,564,5005.01,Car,0,1,0
Brian Ingram,23,2,29892.72,405,35125.92,Car,2,1,0
Kevin Hanson,48,26,62347.68,394,26185.19,Personal,3,1,0
James Miller,65,19,83252.48,634,29573.41,Business,3,1,0
Olivia Lane,30,1,91611.03,588,49749.57,Education,0,0,0
Destiny Perkins,44,15,139382.55,414,30688.43,Car,2,1,0
Kevin Hoffman,27,6,95618.36,341,41112.75,Home,3,1,0
Rebecca Richardson,22,1,27992.8,619,15783.12,Car,0,0,0
Deborah Smith,39,4,32794.32,564,30343.05,Education,2,1,0
Tanner Hunter,39,6,61864.03,533,33506.36,Home,2,0,0
Karla Brown,35,9,141601.92,388,27738.39,Car,1,1,0
Jerry Smith,36,1,69553.38,790,48574.85,Business,3,1,0
Ricky Cook,51,2,33027.03,590,7271.15,Home,1,1,0
Kelly Dougherty,52,11,79197.83,661,5210.88,Home,1,1,0
Stephanie Hanson,63,14,61067.35,402,6915.69,Home,5,1,0
Michael Martinez,35,0,93720.79,468,10722.06,Education,1,0,0
Jennifer Fisher,39,4,92353.7,675,31276.62,Business,1,0,0
Jasmine Morgan,53,7,24162.38,478,16634.17,Education,3,0,0
Jennifer Ochoa,23,1,66026.96,596,26128.98,Home,2,1,0
Robert Allen,42,19,66635.32,787,6845.95,Education,2,0,0
Tina Schultz,28,2,118338.23,504,17230.65,Car,4,0,0
Arthur Jones,63,14,72666.54,410,39599.61,Car,5,1,0
Krystal Parsons,23,2,103071.46,412,49653.02,Car,2,1,0
Reginald Robinson,26,2,126726.97,527,24243.62,Personal,5,0,0
Gina Mendez,53,27,60569.91,340,45563.64,Home,5,1,0
Kathryn Smith,37,6,131099.77,464,45906.82,Business,3,1,0
Mark Richardson,41,1,78923.05,721,43921.17,Personal,3,0,0
Eric Cortez,59,15,114334.5,303,47889.41,Personal,2,0,0
Melissa Blackwell,58,9,137512.55,812,22118.0,Home,4,0,1
Emily Young,44,7,93202.94,699,40666.68,Business,5,1,0
Scott West,47,12,130225.57,308,35210.55,Personal,2,0,0
Daniel Smith,25,4,88243.33,319,38454.67,Personal,5,0,0
Joseph Martinez MD,47,8,108656.49,657,22383.23,Home,3,0,0
Trevor Sanchez,65,4,43315.53,305,10727.43,Home,0,0,0
Diane Garcia,27,4,109949.89,573,36440.94,Car,4,0,0
Danielle Miller,39,0,50663.36,807,18296.82,Business,3,1,0
Sherri Schneider,26,3,36503.35,482,43949.41,Home,0,0,0
Mary Bennett,47,21,71031.14,341,46572.32,Education,1,1,0
Stephen Evans,45,11,122680.35,838,6596.0,Education,4,1,0
Micheal King,58,1,68795.35,316,11950.59,Business,5,0,0
Amanda Cox,48,14,148630.27,489,43786.79,Business,2,0,0
Lauren Mullins,21,1,84515.16,666,21663.83,Business,0,1,0
Kyle Kim,50,27,48201.58,801,5016.98,Home,4,0,0
Sergio Sullivan,34,11,74583.56,714,19637.43,Personal,2,1,0
Zachary Martin,64,18,25688.01,687,30055.79,Personal,2,0,0
Hunter Roach,33,7,23219.37,849,29946.93,Business,3,0,0
Nicole Kennedy,32,8,46397.75,454,35876.36,Business,3,0,0
Daniel Phillips,50,2,20202.87,343,24587.47,Business,3,1,0
Holly Alvarez,64,10,91637.47,334,49427.53,Business,1,0,0
Laura Gilmore,34,5,79638.17,569,19264.23,Car,4,1,0
Debra Phillips,56,28,139185.13,358,5489.08,Education,1,0,0
Danielle Griffin,65,31,66068.65,758,49703.95,Car,3,1,0
Kevin Huerta,65,8,92594.02,303,11371.22,Personal,3,0,0
Katherine Howard,27,5,57391.71,833,39592.05,Car,1,0,0
Martin Harris,27,4,100447.85,432,23594.52,Business,2,0,0
Trevor Barnes,52,27,82154.31,315,20264.4,Home,5,0,0
Kerry Walsh,54,22,53728.41,537,46894.67,Education,5,1,0
Amber Miller,45,2,141973.75,700,26383.62,Home,3,0,0
Lori Morales,38,18,81128.5,524,30509.72,Home,0,0,0
Tiffany Smith,50,6,43106.52,309,47121.64,Personal,5,1,0
Kathryn Valdez,53,2,121029.7,671,13525.93,Car,4,1,0
Mary Duncan,59,13,44404.39,648,28845.26,Business,1,0,0
Laura Carter,43,9,131378.29,673,40901.7,Business,3,1,0
Hunter Barnett,41,20,148291.49,548,43670.64,Personal,5,1,0
Andrew Gomez,23,3,49354.36,314,24906.21,Personal,3,0,0
Edward Davis,45,18,91715.15,513,30180.57,Education,4,1,0
Mark Wong,36,15,128462.1,559,32074.0,Personal,0,1,0
Heather Bowen,48,1,141508.54,683,25797.75,Business,4,0,0
Paul Hansen,59,36,55190.25,313,10287.63,Car,3,0,0
Kaitlin Guzman,54,10,113922.1,731,39358.11,Personal,1,1,0
Amanda Morales,29,7,71836.37,773,25459.03,Home,1,1,0
Daniel Petty,55,26,118971.31,690,32353.57,Car,5,1,0
Kimberly Blair,46,19,78305.33,372,14410.56,Personal,2,0,0
Robert Thompson,34,7,94446.95,339,36366.04,Home,0,0,0
Robert Campbell,60,18,81443.67,435,17007.09,Personal,1,1,0
Cody White,21,1,69548.33,735,12250.32,Car,2,0,0
Randy Davidson,27,3,119000.99,776,5178.01,Education,3,1,0
Robert Reeves,39,10,31973.03,656,31562.42,Business,3,0,0
Anna Dawson,25,2,77185.86,342,49924.82,Education,0,1,0
Jennifer Smith,61,25,109227.64,344,25615.83,Home,2,1,0
Dale Watson,49,7,98924.52,451,5451.04,Education,0,0,0
Debra Jarvis,53,25,99805.96,416,41191.01,Home,2,0,0
Jennifer Graves,22,1,72840.97,721,38626.75,Education,5,1,0
Douglas Hall,21,0,84598.17,793,7152.75,Car,2,0,0
Matthew Moses,65,3,100221.5,315,29624.77,Personal,2,0,0
Shawn Garza,35,11,80726.98,658,29799.56,Education,1,1,0
Joe Richards,57,29,95500.4,613,29672.03,Business,0,0,1
Eric Cannon,26,5,55150.78,325,44224.92,Education,5,1,0
Christopher Flores,32,8,53504.2,381,26157.4,Business,1,0,0
Stephen Moore,62,12,125854.13,633,16333.33,Personal,5,0,0
Stanley Gilmore,46,24,93227.03,807,33406.96,Personal,1,0,1
Jennifer Yang,40,0,57984.62,487,30013.97,Personal,2,1,0
Travis Mcintyre,29,5,117742.93,793,25971.48,Car,1,0,1
Marcus Smith,32,6,58127.32,315,33488.95,Car,0,0,0
Nicholas Erickson,36,7,83501.97,352,8210.75,Car,2,1,0
Madison Patel,28,8,52628.28,839,18203.06,Business,1,0,0
Tiffany Martin,39,14,121888.9,569,49679.47,Business,1,1,0
Dr. Jose Hughes,29,8,85714.65,528,35067.69,Car,5,1,0
Dawn Wolf,58,20,86863.09,784,37058.46,Car,0,1,0
Ann Kirk,38,16,22469.46,351,48282.01,Home,5,1,0
David Garcia,26,6,66321.16,468,8148.11,Home,4,0,0
Sarah Perez,51,11,104401.81,483,21739.61,Business,0,1,0
Laura Jones,65,27,51319.88,632,13259.96,Personal,2,1,0
Sara Martin,52,2,136797.31,384,27930.52,Home,3,1,0
Jeremy Smith,57,21,31504.94,328,46091.95,Car,2,1,0
Jacob Parks,42,2,140299.72,595,20819.97,Personal,4,0,0
Mark Griffith,32,12,34409.54,846,17084.29,Car,2,1,0
Lance Freeman,41,8,55288.37,809,18813.83,Home,3,0,0
Shirley Robbins,35,12,46580.67,788,27801.73,Business,3,1,0
Andre Adkins,50,22,147025.61,651,27564.71,Education,0,0,1
Emily Anderson,30,10,37513.94,627,48647.79,Car,5,0,0
Glenn Simmons,24,3,75820.62,662,34972.29,Education,0,1,0
Erica Pace,64,39,90825.77,680,34358.62,Business,3,1,0
Melissa Durham,48,27,34857.89,501,25849.06,Personal,3,1,0
Keith Thompson,65,45,117304.78,309,9974.06,Personal,0,0,1
Katherine Ward,23,0,148586.72,399,10082.1,Car,4,0,0
John Edwards,22,2,118554.07,448,22626.34,Business,2,0,0
Edward Walker,34,5,109974.93,833,6008.89,Education,4,1,0
Julie Thompson,61,2,94384.02,308,22492.6,Home,4,1,0
Amanda Johnson,31,1,98097.25,646,5410.65,Car,3,0,0
Aaron Wallace,58,0,131396.44,756,31340.79,Education,1,0,1
Alisha Li,51,8,148483.54,763,29747.74,Home,2,0,1
Robert Torres,63,29,32063.34,783,31980.93,Car,3,1,0
Stephanie Murphy,45,21,145208.01,415,36574.23,Education,1,0,1
Amanda Roberts,54,12,48621.19,328,44637.47,Car,1,0,0
Ronald Roberts,30,2,41737.61,625,37733.06,Business,1,0,0
Bryan Mitchell,52,31,123948.23,394,14782.22,Education,0,1,0
Michelle Hobbs,52,31,100392.44,726,40560.0,Education,1,1,0
Scott Jones,55,35,62614.93,505,45346.85,Personal,5,1,0
Erica Shea,41,13,66424.2,376,11653.05,Personal,0,0,0
Martin Wilson,37,2,95388.76,519,19536.65,Business,3,0,0
Jason Gamble,42,22,46932.78,795,30949.15,Education,4,0,0
Tracy Thompson,40,9,45944.23,830,13412.15,Personal,2,0,0
Joel Drake,64,33,98275.61,698,33111.99,Business,5,1,0
Karen Reynolds,58,29,91648.57,602,38595.41,Personal,3,0,0
Kaitlyn Robertson,43,21,95150.97,466,43784.54,Business,2,0,0
Martin Olsen,39,10,78118.75,835,17135.04,Car,1,0,1
Malik Barrett,29,3,69383.57,445,49336.0,Home,2,0,0
Keith Castro,24,1,111163.05,657,32661.26,Business,4,1,0
Amanda Thompson,45,15,101743.58,845,24596.46,Business,3,0,1
Jerry Williamson,39,11,41317.08,590,41502.51,Personal,0,1,0
Andrea Villa,54,20,56352.18,330,30661.53,Education,0,1,0
Louis Jones,38,17,65616.08,623,6101.32,Home,3,0,0
Ricardo Butler,36,9,41607.33,841,37578.28,Education,4,1,0
Joseph Dougherty,25,0,90172.27,598,38109.68,Home,3,1,0
William Thompson,36,7,40318.56,778,19149.0,Business,4,1,0
David Joseph,55,11,147222.65,713,40222.66,Home,5,0,0
Corey Patterson,57,34,141140.77,638,9332.81,Education,5,1,0
Daniel Payne,31,11,57621.65,697,16599.71,Business,0,0,0
Carla Bautista,65,11,63300.08,460,21954.69,Education,0,1,0
Debra Walker,28,4,21993.52,769,15922.67,Home,4,0,0
Keith Michael,29,9,149114.26,700,38132.65,Home,5,0,0
Mariah Tapia,26,1,39572.66,373,32483.24,Personal,3,1,0
Jonathan Moore,36,11,73129.16,663,46274.33,Business,0,0,0
Joseph Vargas,64,20,34675.07,403,36816.19,Personal,1,0,0
Ronald Thompson,47,9,66051.72,798,44628.04,Education,4,1,0
Michael Sanders,40,13,139591.83,667,23815.14,Personal,1,0,1
Benjamin Allen,55,32,73653.98,673,47565.9,Car,4,1,0
Michael Russell,39,9,92181.32,333,39549.86,Education,1,1,0
Carolyn Lee,26,5,50063.27,761,13658.96,Home,4,0,0
Douglas Hunter,35,4,143885.58,362,29589.36,Personal,5,0,0
Samantha Williams,44,13,58728.68,433,36540.56,Home,1,0,0
Karen Chapman,57,29,45537.15,704,23826.45,Car,3,0,0
David Clark,64,18,51510.04,468,39367.83,Business,3,1,0
Angelica Munoz,22,0,109538.4,722,48974.55,Business,2,0,0
Jennifer King,25,5,119523.64,607,47742.23,Home,4,0,0
Mr. David Padilla,22,2,92020.77,795,27825.85,Car,4,0,0
Antonio Ballard,31,8,38767.79,774,48219.93,Education,3,1,0
Casey Castro,60,20,124865.6,425,25714.97,Business,5,0,0
Gloria Compton,25,1,120515.29,761,19042.24,Home,5,0,0
Oscar Wyatt,60,7,40927.31,840,37045.36,Education,1,0,0
Cheryl Ford,40,18,88707.29,707,36531.88,Education,4,0,0
Mark Fleming,55,35,80240.62,302,21642.14,Business,5,0,0
Briana Fernandez,21,1,109402.66,664,31100.94,Personal,2,1,0
Derrick Hernandez,48,20,70657.01,828,36920.99,Car,2,1,0
Antonio Perez,53,18,32607.48,725,37970.86,Car,1,0,0
Denise Turner,23,3,26229.08,440,16344.86,Business,5,1,0
Robert Terrell,48,12,121790.83,357,43263.82,Business,2,0,0
Ebony Garcia,64,30,119496.18,494,7655.67,Business,0,1,0
Zachary Ross,64,8,97775.66,756,19085.0,Personal,5,1,0
Brandi Smith,64,2,27750.12,433,41245.27,Personal,5,0,0
John Fernandez,34,6,100996.95,537,43196.76,Personal,3,0,0
Michele Schultz,26,0,74117.21,325,30588.24,Business,0,0,0
Katie Cox,60,32,78998.68,733,46596.22,Education,2,1,0
Michelle Miller,41,10,135231.15,744,23922.44,Car,0,1,1
Douglas Clark,63,17,21775.02,522,31625.63,Personal,3,0,0
Billy Patel,32,4,24230.84,704,17120.74,Home,2,1,0
Russell Ray,37,5,56011.05,797,43000.08,Personal,5,0,0
Keith English,64,6,95387.12,777,39903.86,Education,3,1,0
Monique Jones,55,5,111298.47,680,26610.8,Car,1,0,0
Molly Rodriguez,61,26,143253.17,646,41671.08,Business,3,1,0
Peter Rosales,38,0,132727.31,567,48253.85,Personal,4,1,0
Scott Nelson,26,4,41858.04,405,40321.99,Car,3,1,0
Christina Miller,30,8,108211.25,525,42337.86,Home,2,1,0
Mitchell Brown,47,10,47357.49,449,16322.86,Home,4,1,0
Eric Fox,27,2,41993.42,617,39384.38,Education,3,1,0
Christian Sampson,50,13,33439.87,470,36191.1,Home,4,0,0
Maria Conrad,39,15,134792.94,525,40821.77,Car,5,1,0
Janet Brooks,29,5,110322.66,527,16562.76,Home,3,1,0
Kenneth Smith,60,36,27907.24,398,40510.37,Education,1,1,0
Robert Mitchell,46,3,103811.83,363,24776.5,Car,1,1,0
Alexander Reyes,43,7,82004.69,744,15936.75,Education,3,0,0
Samuel Thomas,47,4,42370.46,530,8170.86,Home,3,0,0
Brian Davis,47,8,91978.92,669,29504.77,Personal,2,1,0
Jennifer Brown,55,35,48288.67,760,20258.19,Car,5,0,0
Joseph Brown DDS,61,30,51996.41,809,27836.07,Business,5,0,0
Wesley Johnson,40,18,145842.2,488,35047.84,Car,0,0,1
Casey Kelly,48,18,94572.71,385,20411.24,Car,2,1,0
Jacob Cabrera,56,2,30331.79,618,43307.6,Home,5,1,0
Leonard Whitney,29,4,50673.96,390,40911.71,Home,2,1,0
Pamela Haney,52,1,108196.56,690,6683.72,Car,3,0,0
Carrie Gibbs,25,4,27411.38,399,8150.71,Personal,2,1,0
Danielle Wood,35,7,121924.61,480,20650.76,Personal,4,1,0
Erica Day,50,18,25959.81,711,30480.87,Personal,3,0,0
Kimberly Mueller,62,37,106137.47,614,33930.73,Car,0,1,1
Kathleen Howell,26,5,44994.98,347,48762.79,Home,2,0,0
Nicole Flores,30,2,121425.48,674,9705.52,Home,3,1,0
Julie Foster,46,2,50073.31,811,9641.23,Personal,4,1,0
Amber White,39,7,90658.15,642,15079.91,Car,1,0,0
Lisa Martin,58,11,133838.48,367,43217.6,Education,0,1,0
Jamie Wade DVM,48,22,148223.13,700,9500.74,Business,0,1,1
Tommy Garza,39,11,132260.95,570,14550.53,Personal,3,1,0
Mrs. Nancy Richardson,43,4,144740.57,668,42048.3,Personal,4,1,0
Ms. Stacey Young MD,51,2,92549.83,572,12714.22,Car,4,0,0
Linda Singleton,38,11,56245.33,309,43568.13,Personal,4,1,0
Jacqueline Li,60,7,36082.9,563,43121.66,Personal,1,0,0
Carlos Diaz,51,17,124086.12,399,43823.19,Home,1,1,0
Todd Allen,30,1,87433.47,535,17345.38,Personal,2,1,0
Jamie Garza,42,12,64477.11,320,16602.78,Home,0,1,0
David Trujillo,44,12,102138.24,405,19927.29,Car,3,0,0
Robert Ross,28,2,83017.55,812,8659.55,Business,3,1,0
David Holland,42,12,74648.84,523,46936.05,Personal,2,1,0
Lauren Jones,27,5,30189.52,783,10197.11,Personal,2,1,0
Gregory Crosby,50,26,90519.95,487,42279.68,Education,4,1,0
Timothy Weber,38,6,69346.89,618,24343.62,Business,5,0,0
Christian Rose,59,22,53385.16,534,46596.73,Education,3,0,0
Julie Brown,60,9,62778.38,802,43407.34,Business,3,0,0
Todd Miller,34,6,123060.53,536,15565.01,Home,3,1,0
Tracy Castaneda,65,4,74610.91,529,45062.19,Business,5,0,0
Nicole Lopez,49,22,73329.93,803,34632.86,Personal,5,1,0
Jared Lowe,57,32,32436.87,825,25655.88,Business,5,1,0
Rachel Baker,37,4,65571.38,780,37422.45,Personal,5,1,0
Katherine Hernandez,27,3,59587.34,427,27758.57,Car,4,0,0
Michael Bennett,30,6,65976.58,338,47165.92,Personal,5,0,0
Lisa Duffy,63,15,60826.55,579,42096.77,Home,5,1,0
Timothy Banks,46,3,105670.66,490,39042.92,Home,5,1,0
Katelyn Johnson,60,1,70653.48,703,26354.59,Education,0,1,0
Tyrone Roman,60,33,124446.18,776,21593.98,Personal,4,0,1
Elizabeth Tapia,59,38,103181.25,316,33285.98,Business,2,0,0
David Williams,53,6,66564.94,471,7449.71,Home,4,0,0
Matthew Massey,64,17,134810.83,525,19362.76,Education,1,1,0
Gregory Stanton,59,33,44975.57,360,35738.75,Home,1,1,0
Richard Coleman,44,3,60390.66,801,18165.89,Business,0,1,0
Amy Bennett,39,4,104672.9,550,21581.62,Business,3,1,0
Jasmine Snyder,55,15,35683.8,585,26869.71,Personal,1,1,0
Daniel Wilson,34,11,87582.98,494,49248.52,Home,0,1,0
Larry Bush,28,5,73044.73,628,17269.8,Business,0,0,0
Jeremy Patel,45,22,135896.08,679,24769.65,Business,3,1,0
Herbert Nelson,29,8,77632.67,504,15278.6,Home,0,1,0
Tiffany Tanner,62,42,142731.15,766,48943.83,Education,5,1,1
Michelle Hayes,45,3,42763.54,652,29971.28,Business,4,1,0
Danielle Mcdonald,47,13,117292.48,667,6556.33,Home,5,0,0
Patrick Mitchell,42,5,57495.55,551,24278.68,Education,3,1,0
Melissa Moore,45,7,96919.28,525,5015.65,Personal,5,1,0
Brandi Todd,59,10,46589.06,777,22080.37,Home,4,1,0
Cory Whitehead,55,29,96810.83,606,26917.82,Education,0,1,0
Trevor James,57,16,96064.78,670,49075.58,Business,1,0,0
Shannon Thompson,23,0,132615.58,696,16063.29,Personal,4,0,0
Karen Kent,52,15,72933.12,372,20821.11,Home,0,1,0
Megan Taylor,53,8,138002.93,742,14312.46,Personal,5,1,0
Carla Mendoza,35,8,102994.69,813,44832.69,Business,5,1,0
Tracy Thomas,43,0,114116.52,582,8739.54,Education,4,0,0
Thomas Mendez,62,3,135463.68,378,39845.91,Education,2,0,0
Mary Moore,26,5,90537.51,586,26391.68,Business,2,1,0
Robert Miles,38,2,58426.42,378,8474.76,Business,0,1,0
Susan Warner,32,11,94673.58,674,35052.76,Personal,5,0,0
Matthew Pruitt,57,12,85522.59,317,40908.65,Car,1,0,0
Lindsey Murphy,48,9,20104.05,304,14328.07,Home,3,0,0
Morgan Jackson,46,4,57550.63,318,11833.97,Home,1,0,0
Charles Adams,56,10,139656.58,665,11454.99,Car,1,0,1
Justin Leblanc,46,15,147879.62,834,12715.44,Education,3,1,1
Eric Park,56,6,36848.44,824,10589.62,Home,4,0,0
Rebecca Martin,31,5,111794.87,588,35405.26,Business,0,0,0
Daniel Thomas,31,5,25327.25,636,38032.86,Car,3,1,0
Alexandria Sullivan,30,1,119241.08,667,37644.27,Home,2,1,0
William Hall,41,12,42420.48,669,30027.8,Car,1,0,0
Vincent Simmons,58,33,113773.7,624,41896.9,Business,0,1,1
Jennifer Hodges,57,36,36149.71,304,19317.29,Home,5,1,0
Jonathan Walton,22,2,121734.49,752,39800.15,Car,5,0,0
Nicole Roberts,34,8,123373.6,717,35310.47,Home,4,1,0
Gregory Peck,34,7,33239.51,529,41179.37,Home,0,1,0
Alyssa Watkins,32,1,122408.62,655,23489.41,Business,2,0,0
Joseph Mack,49,26,115105.53,552,41456.95,Education,4,0,0
Dr. Jordan Ritter,53,19,39951.57,655,44864.49,Personal,5,1,0
Gregory Brooks,26,1,144227.8,384,39365.98,Car,5,1,0
Shannon Johnson,40,4,91590.06,674,33935.49,Home,5,1,0
Anthony Brady,61,4,38495.81,645,36570.12,Personal,5,0,0
Tammy Nelson,29,4,149094.17,674,6143.47,Business,0,1,1
Leslie Evans,63,11,30192.05,565,26288.85,Car,2,0,0
Emily Vazquez DDS,50,4,94742.03,757,8705.54,Education,2,1,0
William Rivas,63,35,112257.16,754,15664.34,Personal,4,1,0
Amy Wheeler DVM,29,1,145592.68,734,19258.51,Personal,1,0,1
